Professor_ID,Avg_Rating,Total_Ratings,Professor_Name,Department,Would_Take_Again,Avg_Difficulty
2524739,4.8,17,Christina Putrov,Psychology,95%,1.8
2654209,2.9,8,Barmak Mansoorian,Engineering,38%,3.3
2676914,5,3,Jorge Camarena,Social Work,100%,2.3
2836204,5,1,Rebecca Valbuena,Education,100%,3
2912342,5,1,Xun  Xu,Business,100%,2
2864791,5,3,Sue-Jin Lee,English,100%,2.3
2868709,1,1,Joseph Catalano,Urban & Regional Planning,0%,2
123171,2.3,16,Axel Prichard-Schmitzberger,Architecture,50%,4.2
2752900,4.5,2,Lina Nguyen,Psychology,100%,3
1449794,3.9,33,Jill Wenrick,Anthropology,65%,3.2
2524368,2.5,17,Ciara Knight,Psychology,42%,3.9
2494507,4.9,10,Kevin Moore,Design,100%,3
2656570,3.2,9,Zhen Yu,Engineering,67%,2.7
2667714,1.7,6,Carol Choi,Finance,34%,4.2
2762740,5,2,Audrey Navarro,English,100%,2
2449392,1.8,13,Saeideh Fallah Fini,Engineering,31%,3.5
2855218,3,1,Anuar Assamidanov,Computer Science,100%,2
2555857,4.4,12,Ghada Mouawad,Languages,92%,2.2
1044113,4.4,10,Magdy Farag,Accounting,88%,3.3
711694,3.4,8,Robert Hurt,Accounting,0%,3.9
2464267,4.1,24,Michael Giang,Psychology,75%,3.2
2495525,2,4,Victoria Pham,Computer Information Systems,0%,4.8
2322320,4,9,Steven Archambault,Agriculture,89%,2.4
2705970,5,2,Mike Zonshine,Music,100%,2
2552595,4.2,9,John Houten,Music,89%,1
2723031,4.6,7,Victor Haynes,Political Science,86%,2.6
2741475,5,5,Carlos Gutierrez,Chemistry,100%,2.8
2527997,2.4,15,Holly Lam,Mathematics,34%,3.3
2787501,5,5,Holli Rosas,Physical Education,100%,1
2238953,4.7,3,Paul Hottinger,English,67%,1.7
2872491,5,1,Francisco  Hernandez,Music,100%,4
749681,4.4,7,Sarah Lorenzen,Architecture,100%,2.3
2415711,2.3,6,Eric Hutchins,Marketing,34%,2.7
2469574,4.4,5,Marta Albala Pelegrin,Languages,100%,2.4
2870285,4,1,Jade De Souza Canal,Biology,100%,3
2907556,5,1,Brandy Chappell-Hill,Urban & Regional Planning,100%,2
2901654,5,1,Armondo Collins,English,100%,1
2430661,3.8,5,Michael Todoran,Architecture,80%,2.4
2239622,4.8,11,Robert Nyenhuis,Political Science,100%,2.2
1880057,4.8,16,Omar Mendez,Mathematics,93%,2.1
2030250,2,7,Halima El Naga,Engineering,20%,3.7
2627948,4,1,Weimin Li,Landscape Architecture,100%,3
156283,3.3,35,Jeanne Almaraz,Business,46%,3
2794067,2,4,John Miller,Computer Information Systems,50%,3
2834793,5,1,Osama Samarah,Engineering,100%,2
1833863,1.7,28,Aleida Gordon,Foods & Nutrition,9%,3.2
2854920,5,1,Jill Holden,Theater,100%,1
243707,4.1,49,Wesley Griffith,Mathematics,83%,2.4
2893234,3,1,Allyn Polancic,Architecture,100%,1
2893231,5,1,Eric-Valentin Issertes-Carbonnier,Architecture,100%,2
2311604,3.9,13,Jun Myers,Business,77%,2.6
2372961,5,3,Christian Pirijanian,Biology,100%,3
2540523,1.5,35,Eric Lam,Engineering,23%,4.1
2246602,4.7,10,David Edens,Agriculture,100%,2
2733539,2.7,3,Antonia Castro-Graham,Political Science,34%,4
2057598,2.5,10,April Mejia,Anthropology,23%,3.1
2385050,5,11,Mark Dela,Mathematics,100%,2.9
2603685,1.4,10,Jacqueline Ashley,Social Science,20%,4.6
2670356,4.8,5,Audrey Johnson,Biology,100%,2.2
2644974,4.4,18,Connor Adams,Mathematics,84%,2.1
2150619,1.9,7,Cynthia Geary,Education,29%,2.1
2636066,4.4,9,Demi Ayala,Chemistry,67%,3.6
2856371,3,1,Adrianna Elihu,Biology,0%,3
2106065,4.4,9,An Do,Mathematics,100%,3.1
2584627,3.3,3,Sean Christopher,Fine Arts,34%,2
2715779,5,4,Mario Godinez,Chemistry,100%,2.5
896775,1.8,11,Stan Marlow,Mathematics,34%,4.7
2027149,4.4,15,Alejandro Morales,Psychology,85%,2.7
1180738,3.9,13,Ann Shedden,Mathematics,82%,2.7
2804824,3,1,Fernanda Jahn-Verri,Urban & Regional Planning,0%,3
2350945,4,26,Nick Hardy,Physical Education,70%,2.7
2599423,2.8,16,Christopher Lamb,Psychology,38%,4.2
2559155,2.4,9,Todd Engle,Engineering,34%,3.9
2483030,4,6,Joelle Optowski,Chemistry,67%,1.8
629863,3.8,50,Amrik Dua,Economics,66%,2.8
2292104,4.8,35,Laura Razo,English,95%,2.1
2720418,4.3,3,Jennifer Guillen,English,67%,4
2728481,3,2,Carlos Velasco,Engineering,50%,3.5
1410436,3.4,20,Sandra Dixon,Women's Studies,0%,3.1
2550049,1.8,6,Rogelio Ruiz,Mathematics,17%,3.8
2646601,4,5,Michelle SooHoo,Psychology,60%,2.6
2822362,5,2,Elaine Keryakes,English,100%,2
2853559,4,1,Soeun Park,Psychology,100%,3
2480592,3.5,13,Michael McKenna,Engineering,62%,2.4
2830808,1,1,Alexis Gray,Anthropology,0%,5
2629255,5,2,Sarah Guyon,Education,100%,2
2790540,5,1,Soon Young Jang,Education,100%,3
2420341,4.3,32,Maya Stovall,Anthropology,82%,2.5
1879822,2,2,Callie Burnley,Management,0%,3.5
255742,3.6,15,Richard Hyslop,Geography,75%,2.5
2444338,2,16,Melissa McCormick,Agriculture,38%,4
2650134,4,4,Arman Haghighi,Engineering,75%,3
2784868,5,4,Ayah Elsamad,Biology,100%,1.3
621738,4.9,12,"Nicole, Nikki Capps",English,100%,1.9
2273566,4,5,Mary Wood,Engineering,100%,1.6
37806,1.5,57,Nirmal Sethia,Business,9%,4.5
2448756,2.9,11,Nathan Agassi,Mathematics,55%,3.5
2628199,3.4,7,Maryam Crogman,Psychology,58%,3
2744891,5,4,Anthony Gonzalez,Mathematics,100%,2.8
636199,4.9,7,David Miller,Engineering,100%,2.4
2695250,4.5,6,Hyoung Soo Kim,Engineering,84%,3.7
2528029,5,2,David Martinez,Music,100%,1.5
1789870,3.1,29,Robert Fabrize,Business,50%,3.7
2598021,4.8,6,Ariana Cano,Communication,100%,2.3
2699051,4.7,3,Bruyn Bevans,Engineering,100%,1.3
2629486,4.8,8,William Lickiss,Business,100%,1.6
1751921,2.9,8,Ruth Ahn,Education,50%,3.3
2197873,3,7,Joan Leong,Biology,29%,3.7
2202383,2.8,6,Debra Brender,Finance,50%,3.2
23847,2.8,33,Janet Harms,Music,36%,2.8
2526676,5,16,Pooya Safarzadeh,Political Science,100%,2.2
2523022,5,7,Aaron Fox,Agriculture,100%,2.1
2447360,2,2,Ann Lara,Hospitality,0%,1.5
2665139,4.4,5,Taylor Edwards,Biology,80%,2.6
2816092,5,3,Destiny Alvarez,English,100%,2.3
2527005,3,2,Zhongming Ma,Computer Information Systems,100%,3
1278808,4.7,17,Robin Wilson,Mathematics,90%,2.5
702853,2.7,15,Sandra Emerson,Political Science,60%,3.4
958323,2.8,9,Shelton Murinda,Agriculture,34%,4.1
2316766,3.7,3,Richard Drake,Engineering,67%,4
1989431,2,2,Yao Li,Agriculture,0%,4.5
2861830,3,1,Zoila Zambrano,Marketing,0%,2
2861860,1,1,Phillip  Ghazanfari,Finance,0%,5
2436319,4.9,36,Adrian Gonzalez,Engineering,98%,3
2731075,1.9,7,Taha Ashoori,Engineering,29%,4.4
2716370,5,6,Masis Acob,Engineering,100%,2
2714259,5,4,Carlos Alsua,Business,100%,2
2634151,3.3,3,Lei Li,Engineering,67%,3.3
2860047,1,1,Ahmad Alibabaei,Engineering,0%,4
2839096,5,1,Amanda Becker,Apparel Merchandising,100%,2
2859560,5,1,Jose  Contreras,Mathematics,100%,3
2859674,2,1,Alex Lemos,Accounting,0%,1
2449067,3.1,22,Alexander Mitchell,Marketing,46%,3.8
1987684,2.1,10,Seyed Darbandi,Business,25%,3.9
1256461,4.8,19,Anjana Narayan,Social Work,100%,2.3
1425423,2.8,12,Meihua Koo,Accounting,34%,4.1
2244674,4.9,11,Joshua Zeeman,Physics,100%,1.5
2800752,5,1,Stacey Carpenter,Education,100%,2
1375848,3.7,3,Scott Johnston,Geology,50%,3
2701753,4,1,Anselm Krause,Geology,100%,5
2840801,4,1,Santos Galvez,Computer Information Systems,100%,3
2565072,2.4,5,Anthony Powell,Biology,20%,4.6
2457535,3.3,7,Lisa DeLance,Anthropology,58%,3.6
2614606,5,8,Lisa Beesley,Languages,100%,2.3
2536286,2,21,Stephanie Bee,Communication,20%,3.4
2655189,3.6,13,Christopher Waters,Biology,62%,2.9
2339688,3.9,11,Marybeth Murray,Education,91%,2.9
2351768,5,5,Damion Hill,Health Science,100%,1.2
2524162,4.4,7,Thanuja Samaranayaka,Chemistry,86%,3
2440296,3.3,7,Jorge Silva,Management,58%,2.9
2749694,5,4,Eva Fuentes-Lopez,Mathematics,100%,2.8
2083400,4.3,19,Kelly Huh,Anthropology & Geo Sciences,95%,3.1
2023358,4.2,13,Sapna Jethani,English,75%,3.2
1000374,4,21,Jeannie Marshall,Geography,62%,2.7
2449894,3.8,11,Kurt MacMillan,History,55%,3.3
2820887,5,1,Anne Clark,Landscape Architecture,100%,3
2800945,1,2,Justin Cortez,Chemistry,0%,4.5
2774019,1.3,4,Kimberly Mosley,Engineering,0%,4.3
2523742,1,1,Hao Jian,Education,0%,3
1801084,3.1,16,Mirzaei Shokoufeh,Engineering,43%,3.6
682175,2.4,32,Dhanwant Gill,Mathematics,12%,3.6
958395,3,12,Halati Abolhassan,Technology & Operations Mgmt,46%,4.2
905874,3.6,34,James Sturges,Psychology,77%,3
701452,5,9,Kenneth Stahl,Literature,100%,2.3
2571035,5,8,Devin Lachner,Biology,100%,2.4
2650757,2.3,3,Maryann Hasso,Engineering,34%,1.3
2557145,5,2,Richard Pluim,Theater,100%,3.5
1123906,3.3,6,Parvaneh Ahmadi,Engineering,50%,3.5
245635,4.4,14,Jane Ballinger,Communication,100%,2.8
2374227,4.8,4,Edward Bobich,Biology,100%,3
2660126,5,6,Neal Lynch,Engineering,100%,2.3
2510464,5,3,Holly Lynn Chartier,English,100%,2.3
1994296,4,6,Eileen  Cullen,Agriculture,60%,3.3
2549032,2.3,9,Clarissa Castaneda,English,12%,4.6
2091657,5,6,Kip Dickson,Architecture,100%,2.7
864511,3.2,3,Xudong Jia,Engineering,0%,4
2809412,1,1,Drew Hwang,Computer Information Systems,0%,3
2497391,4.9,13,Steven McNinch,Engineering,100%,2.5
2456867,5,7,Neilan Chaturvedi,Political Science,100%,2.1
2603345,4,6,Lily Silverstein,Mathematics,84%,3.2
2808756,1,1,Marco Gallardo,Engineering,0%,1
1887368,2.4,17,Carla Matus,Design,27%,2.8
2278051,4.7,31,Samantha Homier,Mathematics,94%,3
2625181,2.8,5,Saemee Lyu,Apparel Merchandising,40%,4.6
968563,3.7,3,Bill Schlitt,Music,100%,2
1985593,2.2,25,Nancy Quiñones,Women's Studies,20%,4.2
2373106,3.7,22,Jose Collazo,Sociology,55%,4
2225784,5,8,Claudia Serrato,Ethnic Studies,100%,3.1
2741732,4,1,Vanessa Delgado,Sociology,100%,2
1797647,4.2,13,Aaron Derosa,English,100%,3.6
2550052,5,3,Sarah Kranin,Theater,100%,2
2437597,4.3,16,Robert Chen,Mathematics,82%,3.4
2030248,1.9,4,Phyllis  Nelson,Engineering,34%,3.5
658694,1.6,19,Shady Kholdy,Finance,0%,4.2
2499047,5,1,Paulo Lima,Theater,100%,3
925475,4.5,8,Salomon Oldak,Engineering,80%,3.6
2800527,4,1,Noah Szceszinski,Biology,100%,2
2656443,4,3,Rebecca De Lorenzini,Ethnic Studies,67%,3
2588335,2.7,23,Selena or Giao Bui,Mathematics,40%,3.8
2740507,1,5,Adriana Posadas,Engineering,0%,3
2598992,1.3,9,Yan-Shu Zhao,Accounting,0%,4.7
2712477,2,2,Rose Martin Sheridan,Accounting,0%,3.5
2249752,4.9,41,Jason Ambacher,Geography,98%,1.6
2495350,3.3,3,Barbara Bromley,Education,34%,3.3
2121793,4.5,16,Lindsay Handren,Psychology,88%,2.3
1014493,4.5,13,Tom Luer,Music,92%,1.9
641728,3.8,12,Arundhati Kumar,Business,50%,3.4
2615711,3.8,4,Luei Ong,Business,75%,2.5
2772750,5,1,Daniella Balassa,Geology,100%,1
2802008,5,1,Brian Preciado,Biology,100%,4
2322219,4.8,17,Moriya Armstead,Mathematics,100%,2.6
2580553,4.1,7,Cam Tu Owen,Sociology,72%,2.9
2659520,5,3,Marc Rodriguez,English,100%,2.3
2458741,5,2,Steven Schmidt,Sociology,100%,2.5
648929,5,10,David Adams,Philosophy,100%,2.9
2432270,4.7,3,Francis Manjarres,Mathematics,100%,3
2599421,5,1,Mohammad Husain,Computer Science,100%,3
1449681,3.5,28,Jeffrey Redona,Mathematics,50%,3.4
2076281,3,3,Mei Klien,Engineering,34%,4
1245784,3.3,3,Helen Ross,Sociology,0%,2
2716944,1,10,Hisham Nofal,Engineering,0%,4.7
2628176,4.6,5,Firozeh Farahmand,Biology,80%,2.4
2516394,3,5,Poonam Banerjee,Psychology,60%,2.6
2698256,5,5,Matthew Sprengel,Computer Information Systems,100%,2.4
2616964,5,1,Samer Alzubaidi,Engineering,100%,2
2166349,4.9,14,Geoff Chu,Graphic Arts,100%,2.9
2727428,1,1,Luei Lin Ong,Business,0%,4
996842,4.4,21,Mark Williams,Psychology,63%,2.9
2512589,4.7,7,Fernando Hernandez,Languages,100%,2.6
2726255,1.8,5,Nancy Hahn,Apparel Merchandising,0%,4.2
2729367,4,5,Jennifer Flores,Biology,80%,2.2
2742559,3.9,7,Julia McCoy,Sociology,72%,2.3
2750586,1,2,Adelina Kaye,Mathematics,0%,4
2671088,5,2,Wing Ko,Physics,100%,2.5
2231322,4.7,14,Jesus Romero,Mathematics,93%,3.1
2491969,4.6,9,Margaret Earle,Agriculture,100%,2
1008634,3.7,3,Lloyd Aquino,English,0%,3.3
2156648,5,1,Adam Sawyer,Education,100%,3
2644579,2.1,8,Babak Taherian,Engineering,25%,4
696075,4.6,12,Margie Jones,Hospitality,72%,2.8
2754989,4.3,3,Tory Simpfenderfer,Agriculture,100%,3.7
2181242,4,9,Kamta Rai,Mathematics,78%,3.3
848772,2.7,17,Daan Pan,English,43%,2.7
2780753,2,2,Digisha Ahir,Biology,0%,4
2769281,5,2,Brianna Smith,Agriculture,100%,2.5
1872844,2.3,26,Mark Haag,Animal Science,37%,2.9
2002902,4.5,4,Keith Forward,Engineering,100%,3.5
2725434,5,3,Salvador Meza,Chemistry,100%,3
2426926,5,5,Sarah Dassero,English,100%,2.6
2749920,3,2,Jennifer Nguyen,Mathematics,50%,4
2359688,4.7,16,Analena Hassberg,Ethnic Studies,88%,2.4
2656032,3,2,Jonathan Denham,Communication,50%,2.5
2697769,2,2,Jonathan Gailing,Information Science,50%,3
2340110,3.1,9,Norma Leon,Psychology,56%,4.2
2281600,4.6,18,Kevin Grell,Finance,95%,3.1
1183153,4,1,Amrik Sua,Economics,100%,2
2398543,4.8,4,Karina Moreno,Biology,100%,2.5
956172,3.3,9,Ron Heimler,Apparel Merchandising,50%,3.4
1817180,4,1,Sophia Chen,Humanities,100%,2
2778703,5,1,Andrew Aguilar,Mathematics,100%,3
2460049,4.4,7,Kyle Stover,Architecture,86%,3
2635121,5,1,Lilian Pfaff,Architecture,100%,1
1775556,4.8,9,Craig Kerr,Economics,50%,3
2774018,4,1,Sainan Lu,Engineering,100%,3
2262377,2.4,14,Brian Snorgrass,English,36%,3.9
2309501,3.7,17,Seyed Amirfakhri,Engineering,65%,3.2
2701428,4.5,2,Dolores Arredondo,Management,100%,2.5
811681,3.8,10,Katma Rai,Mathematics,0%,2.9
2616504,4.7,3,Anton Schneider,Architecture,67%,4.7
2231262,3.1,21,Nikita Prajapati,Geography,53%,3.2
2473077,4.9,10,Patrick Vincent,English,100%,1.8
2770311,4,1,Hofu Wu,Architecture,100%,1
2736910,5,2,Riya George,Computer Science,100%,3
2480591,1.3,3,Alan Palermo,Engineering,0%,3.3
2769497,4,1,Robert Manuel,Biology,100%,2
418453,4.1,22,Seepeedeh Ahadiat,Accounting,80%,2.8
2334772,4.4,21,Kevin Chung,Biology,91%,2.8
2625648,3.4,10,Svetlana Stouklova,Physics,40%,3.4
2287879,4.2,9,nick Barkawitz,English,78%,2.3
2320818,4.1,7,Nadia Franks,English,72%,3.6
2719279,1.8,6,Javid Afrasiabi,Engineering,34%,4.5
2643134,5,5,Kevin Liang,Chemistry,100%,2.2
2301427,5,1,Lisa Fenderson,Music,100%,2
2768049,5,1,Jennifer Duocet,Psychology,100%,3
2472552,2.3,3,Asbjorn Egir,Management,34%,2.7
2729225,5,1,Kimberly Gadlin,Fine Arts,100%,2
2611008,2.2,9,William Buehlman,Mathematics,45%,4.1
2739364,5,4,Jonathan Bell,Ethnic Studies,100%,2.3
2724704,4,1,Isaac Schankler,Music,100%,4
2515535,3.4,5,Jacob Brannon,Chemistry,60%,3.2
2574212,4.7,3,Noemi Linares-Ramirez,Social Science,100%,2
2351030,4.7,15,Ben Steichen,Computer Science,87%,2.5
2599057,3.6,7,Hyounae Min,Hospitality,86%,2.9
2557569,4.8,6,James Sturges,Biology,100%,2.8
2760779,3,1,Victor Cardona,Accounting,0%,3
618900,4.7,23,Karen Langlois,Humanities,91%,1.7
2523120,4.6,5,Laureen Hom,Political Science,100%,3
2238901,1.7,11,Debbora Whitson,Marketing,19%,4.3
884999,4.3,8,John Edlund,English,100%,2.8
2759657,5,1,Adda Nunez,Education,100%,2
2116825,4.5,8,Fariba Derakhshan,Engineering,88%,1.6
2758876,5,1,Cristina Fucaloro,English,100%,1
2759050,5,1,Jason Beck,Psychology,100%,3
1906830,4.1,23,Lorne Platt,Geography,86%,2.1
2566683,4.2,5,Alexis Bloomer,Biology,80%,1.4
2655069,5,3,Hans Tolksdorf,Engineering,100%,2.7
1448319,3.1,20,Jing HU,International Bus. & Marketing,58%,3.2
116515,3.5,12,Dan Manson,Business,34%,2.3
2645781,4.3,7,Gregory Lantoine,Engineering,100%,3.4
1571967,2.4,6,Tuyettrinh Nguyen,Mathematics,0%,3
2750142,4.5,4,Jacqueline Yu,Communication,75%,2.3
2756020,4,1,Justin Ho,Biology,100%,2
1082990,2.1,17,William Edwards,Mathematics,37%,2.9
894419,3.4,7,Amin Abolfazli,Engineering,40%,2.4
2234931,1.8,5,Faiza Shereen,English,20%,3
2719334,2,2,Nariman Piroozan,Engineering,0%,4.5
2755042,3,1,Thuan Nguyen,Engineering,0%,5
2545437,5,1,Huseyin Ucar,Engineering,100%,3
2448351,3.5,6,Deborah Young,Agriculture,67%,3.7
2560138,4,4,Koffajuah Toeque,Agriculture,75%,3
695316,4.7,13,Joyce Hesselgrave,Fine Arts,100%,2.2
973016,4.4,7,Jerald Chesser,Hospitality,80%,3.4
2240393,2.3,16,Cord Brundage,Agriculture,25%,4
2599365,1.9,13,Kasie Larson,Chemistry,24%,4.6
2063490,5,2,Jeremy Claisse,Biology,100%,3
2751666,1,1,Hoggang Wang,Business,0%,3
1983163,4.1,20,Brianne Dávila,Sociology,77%,2.5
2428865,4.4,9,Masayuki Gonda,Engineering,100%,2.9
2745561,4.5,2,Emma Trujillo,Biology,100%,1
2405012,2.4,39,Stephanie Jones,Sociology,34%,4.4
369955,2.9,18,David Grasmick,Music,40%,3.2
958068,4.3,7,Rhodes Rhonda L,Not Specified,100%,2.3
2716636,3,1,Kimberlee Nomura,Mathematics,0%,3
1984517,4.4,23,Robert Lam,Mathematics,87%,3.4
870653,1.8,27,Tara Sethia,History,12%,4.1
2602796,5,1,Barry Milofsky,Architecture,100%,3
817089,4.2,19,Anita Jain,Ethnic Studies,86%,3.1
2414545,3.8,4,Linda Hall,Anthropology,50%,3
2744607,2,1,Austin Trantham,Political Science,0%,5
2723888,5,1,Yubo Fu,Information Science,100%,3
2650679,4.9,7,Ana Silva,English,86%,1.3
2691247,5,2,Zakkoyya Lewis-Trammell,Health Science,100%,1.5
2122819,1.3,3,Mohamed Rafiquzzaman,Engineering,0%,4.7
1450719,3.6,36,Lana Stouklova,Physics,65%,3.6
2252351,3,1,Robert Blumenfield,Psychology,100%,2
2561182,5,3,Theodora Giallouri,Political Science,100%,3
2491170,3,4,Jerry Mitchell,Urban & Regional Planning,50%,1.3
752493,3.3,13,Madjid Harirchi,Mathematics,40%,3.4
2639630,4.5,2,Brian Garcia,Urban & Regional Planning,50%,3.5
2290291,3,29,Andranik Mihranyan,Chemistry,42%,3.3
2619183,4.5,2,Zecena Nereyda,Biology,100%,1.5
2174420,5,1,Juliana Rico,Design,100%,3
2726349,5,1,Suhani Bhakta,Biology,100%,4
2728114,5,1,Kaitlin Simmons,English,100%,3
2726112,1,1,Philip Butz,Biology,0%,3
2568741,4.8,4,Adam Summerville,Computer Science,100%,3.3
2726754,4,1,Carlos Valderrama,Business,100%,3
2725730,5,1,Robert Teegarden,Music,100%,2
2712196,4,1,Whitney Hua,Political Science,100%,2
2521391,5,3,Sean McLaughlin,Agriculture,100%,3.3
2516953,4.3,9,Cristine Chastain,Social Work,78%,3
2720457,1,1,Dawn Moore,Psychology,0%,5
2231691,2,4,Lianlian Ong,Business,25%,4.8
2524164,2,6,Brenda Henriquez,Chemistry,34%,4.5
2230568,4.4,19,Gagik Labadzhyan,Chemistry,90%,3.3
2467007,2.7,20,Emil Rueckert,Physics,35%,4
2383159,4.5,6,Janet Hamabata,Engineering,100%,1.2
2561196,5,2,Lucy Odom,Mathematics,100%,3.5
2333920,3,8,Winnie Lim,Accounting,50%,4.3
565901,3.7,12,Estella Balloon,Education,50%,2.3
809836,4.8,7,E Wallis,History,100%,2.3
2666916,3.5,2,Ramiro Echeverria,Science,50%,2.5
2447500,2.6,11,Nicole Wagner,Engineering,37%,3.4
2619697,1,2,Paul Naccachian,Business,0%,4
2509143,2.3,3,Tina McCorkindale,Communication,34%,4
2629007,3.5,2,Sean Agler,Biology,50%,2.5
2349993,2.5,2,Rogelio Flores,Geography,50%,3
1459074,1.5,4,James Bacerra,Landscape Architecture & Regional Planning,0%,4.3
1755747,4.1,7,Stephen Rudicel,Interdisciplinary General Ed.,84%,1.9
2452075,3.3,4,Antonio Moorehead,Communication,50%,4
869076,3.4,12,Zuzana Bic,Kinesiology,72%,2.2
2263345,4.2,6,Elizabeth Martinez,Chemistry,84%,3.7
2626076,5,2,Richard Wotring,Engineering,100%,4
2690946,4.5,4,Try Lam,Engineering,100%,2
2384211,4,5,David Drivdahl,Information Science,100%,2.8
1990230,3.8,7,Gregory Barding,Chemistry,50%,3.7
2332016,4.7,11,Hilary Haakenson,Education,91%,3.5
2629537,1.4,5,Jessica Kang,Sociology,20%,4.2
901042,4.3,11,Daisy Sang,Computer Science,75%,4.4
1084512,2.7,3,Juliana Delgado,Urban Design & Development,0%,3.7
852802,2.8,13,Karen Valdez,Mathematics,46%,3.6
2702641,5,1,Kentaro Lunn,Engineering,100%,3
668536,4.1,26,Michael Stary,Business,65%,2.8
333806,3.3,57,Mansour Sharifzadeh,Management,0%,3.3
1847441,3,21,Mohammad Chaichi,Agriculture,42%,3.6
2120650,3,13,William Sparks,Communication,34%,3
2525429,4,4,Fuh Sang,Computer Science,75%,3.3
2510899,3.7,3,Rebecca Williams,English,100%,3
2170582,4,11,Jill Hargis,Political Science,82%,2.8
2693378,3.5,2,Asamoah Larbi,Agriculture,50%,2
2675053,3,1,John DiGildo,Biology,100%,4
291868,3.8,18,Phil Beauchamp,Chemistry,63%,4.2
2281648,2.4,14,Zining Yang,Management,43%,3.4
2114616,3.7,6,Anthony Vercillo,Business,20%,2.5
1042521,3,2,Philip Beauchamp Ii,Chemistry,50%,4.5
2104449,4.8,6,Kristen Schiele,Business,100%,2.3
2601491,3.3,3,Bruce Mansell,Engineering,67%,3.3
2195373,3.9,20,Rudolph Headley-El,Geography,75%,2.5
2063492,3.9,10,Chistopher Waters,Chemistry,67%,3.6
624590,2.8,25,Kristin Bozak,Biology,37%,2.8
2549352,4,15,Yuying Bella Guan,Mathematics,74%,3
2460410,5,4,Austin Pyles,Biology,100%,1.3
2628752,5,1,Kathryn Johnson,Accounting,100%,1
54636,4.1,8,Bonny Burns-Whitmore,Science,0%,2.5
2699837,5,1,Kenneth Paredes,Biology,100%,2
2597956,3.9,8,Justin Medina,Biology,63%,2.1
2699056,2,1,Xinkai Wu,Engineering,0%,2
2181076,4,6,Thomas Fenn,Anthropology,67%,2.8
2402461,4.7,3,Cristina Runnalls,Mathematics,100%,3
2435714,4,2,David Nguyen,Engineering,100%,3.5
2491964,2,2,Jan Salcido,Design,0%,1
2358402,2.8,5,Elnaz Abdollahzadeh,Biology,60%,3.2
2383085,2.3,3,Abhishek Tiwari,Architecture,34%,4
2190517,4.2,5,Maggie Boyraz,Communication,100%,2.4
218681,3.6,32,Rebecca Mills,Communication,54%,2.9
848938,4.2,13,Mohammad A Massoudi,Engineering,88%,2.5
867451,3.8,9,John Self,Hospitality,100%,2.4
1356052,4.8,19,Roseann A'Jontue,Kinesiology,100%,1.5
2654894,3.3,3,Uei-Jiun Fan,Engineering,67%,4.7
2562588,5,1,Lynne Nagle,Music,100%,2
2650721,3.3,3,Michelle Buckley,Agriculture,34%,3
2687094,1,1,Elizabeth Timme,Architecture,0%,4
2631745,5,2,Loretta Huizar,English,100%,3
2497218,4.7,3,Michael Little,Biology,100%,2.3
2663082,4,1,Lorena Garcia,Landscape Architecture,100%,4
21646,2.2,56,Anne Bresnock,Economics,18%,4.1
176224,3.6,24,Mark Allen,Anthropology,38%,3.2
819963,4.2,18,Susan Reed-Jones,English,92%,1.4
2494942,3.7,3,Jia Li,Chemistry,67%,2.7
1122840,3.1,6,Anthony Vercillo,Marketing,25%,3
335032,4.5,35,Frank Barro,Mathematics,93%,2.9
2497833,5,2,Lee-Anne Milburn,Architecture,100%,2.5
2109281,2.5,2,Toma Sacco,Engineering,0%,4
2264883,4.8,16,Amy Schardijn,Mathematics,100%,3.3
2549773,4.3,3,Alex Leung,Psychology,67%,1.7
2655855,5,2,Ed Venegas,Science,100%,1
2548962,1,3,Yonsu Kim,Urban & Regional Planning,0%,3.7
2520356,1,2,Kristiana Peraza,Science,0%,2
1451695,2.8,14,David Lopez,Computer Science,45%,3
2579208,1.5,2,Rahul Talari,Computer Science,0%,4
2606075,5,2,Rose Olivas,Agriculture,100%,3.5
2530987,2,4,Octavio Chairez,Mathematics,25%,4.3
2109738,3.8,2,Scott Radel,Engineering,100%,2.5
1780642,2.1,16,Nurudeen Alao,Geography,46%,3
2611947,5,4,Alexia Limon,English,100%,3.3
2279759,2.8,17,Winnie Lim,Business,36%,4.1
2281202,4.8,4,Paula Soto,Geology,100%,2
2337311,5,2,Seth Kapp,Biology,100%,2.5
1848199,3.8,2,Steven Flores,Accounting,100%,4
1536583,2.2,9,Perky Vetter,Kinesiology,50%,4.3
2109155,1.7,3,Jon Phillips,Agriculture,0%,3.3
2567289,5,4,Er Fong,Biology,100%,1.3
2646043,4,2,Ming Guan,Engineering,100%,3
2653131,5,3,Mary Ortiz-Martinez,English,100%,3
2654162,5,1,Erin Uhlfelder,Physics,100%,2
2079628,2.7,12,David Garland,Mathematics,46%,3.8
1985392,3.9,10,Gregg Arends,Business,67%,3.5
701449,3,15,Elise Wirtschafter,History,38%,2.9
2339312,1.7,7,Dorothea Viale,History,29%,2.3
2529726,3.3,4,Matthew Wright,Biology,50%,3.8
2463892,3.6,5,Jinghui Zhang,Psychology,60%,3.6
1077239,4.3,6,Ronnie Moreno,Engineering,84%,3.3
2548885,5,2,Nathan Chan,Political Science,100%,3
2598158,4.7,3,Daniel Baum,Business,100%,2
2646493,5,1,Norma Garcia,English,100%,2
382257,4.3,10,Don Edberg,Engineering,67%,3.2
